Year,GlobalTempAnomaly,CO2Concentration,OceanHeatContent,SeaLevelRise
1982.1287671232876,0.112,341.06,12.58,17.33
1982.131506849315,0.164,340.95,12.6,17.33
1982.1342465753426,0.149,340.97,12.61,17.33
1982.13698630137,0.151,341.05,12.6,17.34
1982.1397260273973,0.141,341.03,12.59,17.34
1982.1424657534246,0.186,340.97,12.6,17.34
1982.145205479452,0.1,340.94,12.61,17.35
1982.1479452054793,0.157,341.06,12.59,17.35
1982.150684931507,0.099,340.99,12.6,17.35
1982.1534246575343,0.161,341.06,12.62,17.35
1982.1561643835616,0.176,341.05,12.58,17.36
1982.158904109589,0.149,340.98,12.61,17.36
1982.1616438356164,0.103,341.02,12.61,17.36
1982.164383561644,0.112,341.1,12.66,17.36
1982.1671232876713,0.112,341.13,12.65,17.37
1982.1698630136987,0.158,341.11,12.67,17.37
1982.172602739726,0.125,341.05,12.66,17.37
1982.1753424657534,0.147,341.15,12.63,17.38
1982.1780821917807,0.13,341.16,12.65,17.38
1982.1808219178083,0.149,341.14,12.64,17.38
1982.1835616438357,0.142,341.08,12.64,17.38
1982.186301369863,0.128,341.18,12.62,17.39
1982.1890410958904,0.133,341.13,12.66,17.39
1982.1917808219177,0.164,341.13,12.66,17.39
1982.194520547945,0.162,341.06,12.66,17.39
1982.1972602739727,0.148,341.12,12.65,17.4
1982.2,0.129,341.1,12.66,17.4
1982.2027397260274,0.166,341.18,12.67,17.4
1982.2054794520548,0.127,341.1,12.63,17.41
1982.2082191780821,0.112,341.1,12.66,17.41
1982.2109589041097,0.144,341.13,12.66,17.41
1982.213698630137,0.145,341.1,12.66,17.41
1982.2164383561644,0.139,341.05,12.65,17.42
1982.2191780821918,0.115,341.14,12.67,17.42
1982.2219178082191,0.138,341.11,12.65,17.42
1982.2246575342465,0.132,341.12,12.66,17.42
1982.227397260274,0.144,341.2,12.65,17.43
1982.2301369863014,0.138,341.12,12.65,17.43
1982.2328767123288,0.138,341.19,12.65,17.43
1982.2356164383561,0.173,341.07,12.64,17.44
1982.2383561643835,0.131,341.21,12.65,17.44
1982.2410958904109,0.15,341.15,12.65,17.44
1982.2438356164384,0.161,341.02,12.63,17.44
1982.2465753424658,0.163,341.21,12.71,17.45
1982.2493150684932,0.126,341.31,12.7,17.45
1982.2520547945205,0.15,341.18,12.7,17.45
1982.2547945205479,0.11,341.2,12.68,17.45
1982.2575342465752,0.152,341.23,12.7,17.46
1982.2602739726028,0.152,341.25,12.71,17.46
1982.2630136986302,0.138,341.17,12.7,17.46
1982.2657534246575,0.144,341.28,12.7,17.47
1982.268493150685,0.107,341.28,12.69,17.47
1982.2712328767122,0.145,341.23,12.69,17.47
1982.2739726027398,0.116,341.22,12.72,17.47
1982.2767123287672,0.14,341.17,12.69,17.48
1982.2794520547945,0.107,341.25,12.7,17.48
1982.282191780822,0.154,341.27,12.71,17.48
1982.2849315068493,0.133,341.31,12.72,17.48
1982.2876712328766,0.132,341.27,12.72,17.49
1982.2904109589042,0.141,341.24,12.71,17.49
1982.2931506849316,0.143,341.22,12.69,17.49
1982.295890410959,0.139,341.26,12.71,17.5
1982.2986301369863,0.153,341.21,12.71,17.5
1982.3013698630136,0.128,341.29,12.7,17.5
1982.304109589041,0.112,341.3,12.7,17.5
1982.3068493150686,0.14,341.19,12.7,17.51
1982.309589041096,0.151,341.27,12.72,17.51
1982.3123287671233,0.095,341.14,12.7,17.51
1982.3150684931506,0.142,341.19,12.69,17.52
1982.317808219178,0.142,341.21,12.71,17.52
1982.3205479452056,0.141,341.23,12.68,17.52
1982.323287671233,0.136,341.21,12.7,17.52
1982.3260273972603,0.155,341.2,12.72,17.53
1982.3287671232877,0.153,341.34,12.75,17.53
1982.331506849315,0.116,341.37,12.74,17.53
1982.3342465753424,0.196,341.45,12.74,17.53
1982.33698630137,0.15,341.39,12.75,17.54
1982.3397260273973,0.159,341.4,12.76,17.54
1982.3424657534247,0.155,341.32,12.75,17.54
1982.345205479452,0.147,341.34,12.74,17.55
1982.3479452054794,0.127,341.32,12.76,17.55
1982.3506849315067,0.139,341.26,12.75,17.55
1982.3534246575343,0.145,341.34,12.74,17.55
1982.3561643835617,0.116,341.34,12.75,17.56
1982.358904109589,0.111,341.4,12.75,17.56
1982.3616438356164,0.119,341.31,12.76,17.56
1982.3643835616438,0.14,341.33,12.76,17.56
1982.3671232876711,0.13,341.33,12.75,17.57
1982.3698630136987,0.133,341.34,12.74,17.57
1982.372602739726,0.152,341.32,12.74,17.57
1982.3753424657534,0.105,341.37,12.74,17.58
1982.3780821917808,0.142,341.38,12.74,17.58
1982.3808219178081,0.124,341.26,12.75,17.58
1982.3835616438357,0.146,341.41,12.75,17.58
1982.386301369863,0.16,341.36,12.74,17.59
1982.3890410958904,0.113,341.39,12.74,17.59
1982.3917808219178,0.153,341.36,12.73,17.59
1982.3945205479451,0.135,341.39,12.76,17.59
1982.3972602739725,0.115,341.37,12.77,17.6
1982.4,0.136,341.35,12.73,17.6
1982.4027397260274,0.092,341.38,12.74,17.6
1982.4054794520548,0.164,341.3,12.77,17.61
1982.4082191780822,0.129,341.26,12.75,17.61
1982.4109589041095,0.151,341.44,12.8,17.61
1982.4136986301369,0.174,341.35,12.8,17.61
1982.4164383561645,0.132,341.44,12.8,17.62
1982.4191780821918,0.155,341.47,12.79,17.62
1982.4219178082192,0.131,341.45,12.81,17.62
1982.4246575342465,0.122,341.39,12.78,17.62
1982.427397260274,0.113,341.53,12.8,17.63
1982.4301369863015,0.152,341.46,12.79,17.63
1982.4328767123288,0.112,341.37,12.8,17.63
1982.4356164383562,0.143,341.52,12.8,17.64
1982.4383561643835,0.162,341.52,12.8,17.64
1982.441095890411,0.14,341.43,12.79,17.64
1982.4438356164383,0.146,341.47,12.81,17.64
1982.4465753424658,0.14,341.5,12.8,17.65
1982.4493150684932,0.149,341.44,12.81,17.65
1982.4520547945206,0.157,341.48,12.8,17.65
1982.454794520548,0.118,341.5,12.8,17.65
1982.4575342465753,0.156,341.42,12.8,17.66
1982.4602739726026,0.121,341.46,12.82,17.66
1982.4630136986302,0.12,341.49,12.79,17.66
1982.4657534246576,0.137,341.45,12.79,17.67
1982.468493150685,0.159,341.38,12.79,17.67
1982.4712328767123,0.147,341.39,12.81,17.67
1982.4739726027397,0.128,341.45,12.8,17.67
1982.4767123287672,0.111,341.43,12.79,17.68
1982.4794520547946,0.141,341.42,12.8,17.68
1982.482191780822,0.17,341.4,12.82,17.68
1982.4849315068493,0.122,341.36,12.8,17.68
1982.4876712328767,0.151,341.45,12.79,17.69
1982.490410958904,0.123,341.4,12.82,17.69
1982.4931506849316,0.132,341.48,12.87,17.69
1982.495890410959,0.161,341.58,12.85,17.7
1982.4986301369863,0.185,341.54,12.85,17.7
1982.5013698630137,0.139,341.54,12.86,17.7
1982.504109589041,0.109,341.53,12.85,17.7
1982.5068493150684,0.175,341.43,12.84,17.71
1982.509589041096,0.118,341.56,12.86,17.71
1982.5123287671233,0.149,341.56,12.85,17.71
1982.5150684931507,0.153,341.52,12.86,17.72
1982.517808219178,0.15,341.48,12.85,17.72
1982.5205479452054,0.147,341.58,12.85,17.72
1982.5232876712328,0.138,341.6,12.83,17.72
1982.5260273972603,0.114,341.42,12.86,17.73
1982.5287671232877,0.166,341.63,12.86,17.73
1982.531506849315,0.094,341.44,12.83,17.73
1982.5342465753424,0.111,341.51,12.84,17.73
1982.5369863013698,0.149,341.53,12.85,17.74
1982.5397260273974,0.123,341.5,12.86,17.74
1982.5424657534247,0.144,341.55,12.84,17.74
1982.545205479452,0.132,341.58,12.84,17.75
1982.5479452054794,0.169,341.54,12.84,17.75
1982.5506849315068,0.169,341.48,12.84,17.75
1982.5534246575342,0.149,341.6,12.85,17.75
1982.5561643835617,0.116,341.55,12.84,17.76
1982.558904109589,0.159,341.52,12.84,17.76
1982.5616438356165,0.123,341.52,12.83,17.76
1982.5643835616438,0.14,341.49,12.85,17.76
1982.5671232876712,0.121,341.58,12.86,17.77
1982.5698630136985,0.175,341.54,12.86,17.77
1982.572602739726,0.127,341.52,12.85,17.77
1982.5753424657535,0.133,341.68,12.9,17.78
1982.5780821917808,0.137,341.66,12.9,17.78
1982.5808219178082,0.128,341.72,12.92,17.78
1982.5835616438355,0.135,341.66,12.92,17.78
1982.5863013698631,0.133,341.69,12.9,17.79
1982.5890410958905,0.138,341.64,12.9,17.79
1982.5917808219178,0.142,341.67,12.9,17.79
1982.5945205479452,0.144,341.76,12.89,17.79
1982.5972602739726,0.138,341.68,12.89,17.8
1982.6,0.119,341.65,12.9,17.8
1982.6027397260275,0.178,341.65,12.88,17.8
1982.6054794520549,0.13,341.73,12.9,17.81
1982.6082191780822,0.132,341.66,12.89,17.81
1982.6109589041096,0.143,341.58,12.9,17.81
1982.613698630137,0.12,341.65,12.91,17.81
1982.6164383561643,0.117,341.54,12.9,17.82
1982.6191780821919,0.129,341.62,12.9,17.82
1982.6219178082192,0.13,341.72,12.9,17.82
1982.6246575342466,0.155,341.62,12.87,17.82
1982.627397260274,0.131,341.63,12.9,17.83
1982.6301369863013,0.144,341.61,12.88,17.83
1982.6328767123289,0.155,341.61,12.9,17.83
1982.6356164383562,0.128,341.59,12.89,17.84
1982.6383561643836,0.142,341.62,12.91,17.84
1982.641095890411,0.121,341.63,12.9,17.84
1982.6438356164383,0.163,341.65,12.9,17.84
1982.6465753424657,0.164,341.54,12.88,17.85
1982.6493150684933,0.135,341.68,12.91,17.85
1982.6520547945206,0.143,341.69,12.9,17.85
1982.654794520548,0.169,341.65,12.91,17.85
1982.6575342465753,0.145,341.73,12.95,17.86
1982.6602739726027,0.135,341.7,12.95,17.86
1982.66301369863,0.14,341.69,12.94,17.86
1982.6657534246576,0.142,341.81,12.95,17.87
1982.668493150685,0.112,341.69,12.96,17.87
1982.6712328767123,0.158,341.74,12.95,17.87
1982.6739726027397,0.183,341.76,12.95,17.87
1982.676712328767,0.131,341.81,12.96,17.88
1982.6794520547944,0.109,341.74,12.93,17.88
1982.682191780822,0.123,341.73,12.95,17.88
1982.6849315068494,0.122,341.75,12.96,17.88
1982.6876712328767,0.151,341.78,12.94,17.89
1982.690410958904,0.158,341.75,12.93,17.89
1982.6931506849314,0.18,341.84,12.95,17.89
1982.695890410959,0.154,341.69,12.95,17.9
1982.6986301369864,0.122,341.69,12.93,17.9
1982.7013698630137,0.141,341.73,12.95,17.9
1982.704109589041,0.115,341.71,12.95,17.9
1982.7068493150684,0.177,341.69,12.96,17.91
1982.7095890410958,0.147,341.83,12.94,17.91
1982.7123287671234,0.154,341.74,12.94,17.91
1982.7150684931507,0.158,341.67,12.94,17.92
1982.717808219178,0.147,341.68,12.95,17.92
1982.7205479452055,0.117,341.71,12.95,17.92
1982.7232876712328,0.148,341.7,12.94,17.92
1982.7260273972602,0.155,341.74,12.92,17.93
1982.7287671232878,0.151,341.71,12.96,17.93
1982.731506849315,0.155,341.67,12.95,17.93
1982.7342465753425,0.158,341.69,12.94,17.93
1982.7369863013698,0.119,341.69,12.94,17.94
1982.7397260273972,0.122,341.77,13.0,17.94
1982.7424657534248,0.117,341.78,12.99,17.94
1982.7452054794521,0.132,341.86,13.0,17.95
1982.7479452054795,0.162,341.88,12.99,17.95
1982.7506849315068,0.135,341.8,13.0,17.95
1982.7534246575342,0.123,341.85,13.0,17.95
1982.7561643835616,0.16,341.99,13.01,17.96
1982.7589041095891,0.14,341.76,13.0,17.96
1982.7616438356165,0.149,341.81,13.01,17.96
1982.7643835616439,0.116,341.85,13.0,17.96
1982.7671232876712,0.126,341.8,13.01,17.97
1982.7698630136986,0.18,341.8,12.99,17.97
1982.772602739726,0.141,341.86,12.99,17.97
1982.7753424657535,0.157,341.77,13.02,17.98
1982.7780821917809,0.112,341.78,12.98,17.98
1982.7808219178082,0.155,341.78,13.0,17.98
1982.7835616438356,0.155,341.82,13.01,17.98
1982.786301369863,0.139,341.85,13.0,17.99
1982.7890410958903,0.145,341.87,12.99,17.99
1982.7917808219179,0.137,341.81,13.01,17.99
1982.7945205479452,0.137,341.83,13.02,17.99
1982.7972602739726,0.164,341.73,13.0,18.0
1982.8,0.142,341.9,13.0,18.0
1982.8027397260273,0.144,341.82,12.99,18.0
1982.805479452055,0.139,341.81,13.0,18.01
1982.8082191780823,0.114,341.72,13.0,18.01
1982.8109589041096,0.135,341.76,13.01,18.01
1982.813698630137,0.132,341.83,13.0,18.01
1982.8164383561643,0.13,341.82,12.98,18.02
1982.8191780821917,0.142,341.79,12.99,18.02
1982.8219178082193,0.125,341.96,13.06,18.02
1982.8246575342466,0.102,341.93,13.05,18.02
1982.827397260274,0.139,341.88,13.06,18.03
1982.8301369863013,0.136,341.88,13.05,18.03
1982.8328767123287,0.158,341.89,13.03,18.03
1982.835616438356,0.127,342.0,13.03,18.04
1982.8383561643836,0.136,342.02,13.03,18.04
1982.841095890411,0.169,341.87,13.05,18.04
1982.8438356164384,0.156,341.96,13.04,18.04
1982.8465753424657,0.117,341.96,13.05,18.05
1982.849315068493,0.151,341.97,13.06,18.05
1982.8520547945207,0.127,341.96,13.08,18.05
1982.854794520548,0.155,341.91,13.05,18.05
1982.8575342465754,0.128,341.85,13.04,18.06
1982.8602739726027,0.157,341.95,13.04,18.06
1982.86301369863,0.185,341.91,13.04,18.06
1982.8657534246574,0.165,341.93,13.05,18.07
1982.868493150685,0.106,341.99,13.05,18.07
1982.8712328767124,0.142,341.89,13.06,18.07
1982.8739726027397,0.155,341.99,13.06,18.07
1982.876712328767,0.158,341.91,13.04,18.08
1982.8794520547945,0.139,341.99,13.07,18.08
1982.8821917808218,0.133,341.9,13.05,18.08
1982.8849315068494,0.137,341.94,13.05,18.08
1982.8876712328768,0.148,341.94,13.07,18.09
1982.890410958904,0.146,341.93,13.04,18.09
1982.8931506849315,0.123,341.94,13.05,18.09
1982.8958904109588,0.153,342.01,13.03,18.1
1982.8986301369864,0.152,341.99,13.04,18.1
1982.9013698630138,0.146,341.9,13.04,18.1
1982.9041095890411,0.134,342.04,13.09,18.1
1982.9068493150685,0.122,342.02,13.09,18.11
1982.9095890410958,0.137,342.06,13.1,18.11
1982.9123287671232,0.151,342.02,13.12,18.11
1982.9150684931508,0.121,341.99,13.08,18.12
1982.9178082191781,0.146,342.1,13.11,18.12
1982.9205479452055,0.167,342.03,13.09,18.12
1982.9232876712329,0.177,342.01,13.1,18.12
1982.9260273972602,0.133,342.09,13.12,18.13
1982.9287671232876,0.149,341.99,13.1,18.13
1982.9315068493152,0.156,342.07,13.12,18.13
1982.9342465753425,0.132,342.02,13.1,18.13
1982.9369863013699,0.144,342.15,13.1,18.14
1982.9397260273972,0.177,342.11,13.11,18.14
1982.9424657534246,0.154,341.98,13.09,18.14
1982.945205479452,0.127,342.09,13.11,18.15
1982.9479452054795,0.109,342.04,13.1,18.15
1982.9506849315069,0.13,342.01,13.11,18.15
1982.9534246575342,0.154,341.97,13.1,18.15
1982.9561643835616,0.108,342.06,13.08,18.16
1982.958904109589,0.156,341.95,13.11,18.16
1982.9616438356165,0.127,342.11,13.1,18.16
1982.964383561644,0.124,342.02,13.09,18.16
1982.9671232876713,0.128,342.05,13.09,18.17
1982.9698630136986,0.175,341.94,13.11,18.17
1982.972602739726,0.144,342.0,13.1,18.17
1982.9753424657533,0.102,342.03,13.12,18.18
1982.978082191781,0.169,342.13,13.08,18.18
1982.9808219178083,0.135,341.97,13.1,18.18
1982.9835616438356,0.114,341.96,13.1,18.18
1982.986301369863,0.168,342.09,13.13,18.19
1982.9890410958903,0.148,342.05,13.1,18.19
1982.9917808219177,0.146,342.1,13.11,18.19
1982.9945205479453,0.123,342.08,13.1,18.19
1982.9972602739726,0.131,342.0,13.09,18.2
1983.0,0.136,342.06,13.1,18.2
1983.0027397260274,0.318,342.52,13.23,19.8
1983.0054794520547,0.307,342.51,13.25,19.81
1983.0082191780823,0.376,342.57,13.27,19.81
1983.0109589041097,0.304,342.59,13.25,19.81
1983.013698630137,0.337,342.47,13.25,19.81
1983.0164383561644,0.317,342.56,13.26,19.82
1983.0191780821917,0.321,342.58,13.25,19.82
1983.021917808219,0.278,342.48,13.26,19.82
1983.0246575342467,0.294,342.59,13.23,19.82
1983.027397260274,0.296,342.61,13.25,19.83
1983.0301369863014,0.283,342.56,13.25,19.83
1983.0328767123287,0.31,342.54,13.24,19.83
1983.035616438356,0.295,342.51,13.24,19.84
1983.0383561643835,0.328,342.51,13.24,19.84
1983.041095890411,0.315,342.48,13.25,19.84
1983.0438356164384,0.287,342.42,13.25,19.84
1983.0465753424658,0.309,342.46,13.25,19.85
1983.0493150684931,0.312,342.59,13.24,19.85
1983.0520547945205,0.306,342.55,13.24,19.85
1983.054794520548,0.302,342.54,13.22,19.85
1983.0575342465754,0.286,342.44,13.24,19.86
1983.0602739726028,0.308,342.44,13.26,19.86
1983.0630136986301,0.307,342.6,13.23,19.86
1983.0657534246575,0.316,342.52,13.25,19.87
1983.0684931506848,0.322,342.48,13.24,19.87
1983.0712328767124,0.299,342.57,13.25,19.87
1983.0739726027398,0.25,342.57,13.24,19.87
1983.0767123287671,0.357,342.56,13.26,19.88
1983.0794520547945,0.287,342.5,13.27,19.88
1983.0821917808219,0.335,342.52,13.3,19.88
1983.0849315068492,0.289,342.63,13.32,19.88
1983.0876712328768,0.286,342.6,13.31,19.89
1983.0904109589042,0.305,342.64,13.32,19.89
1983.0931506849315,0.264,342.66,13.29,19.89
1983.0958904109589,0.271,342.65,13.3,19.9
1983.0986301369862,0.305,342.73,13.3,19.9
1983.1013698630136,0.335,342.68,13.3,19.9
1983.1041095890412,0.296,342.64,13.29,19.9
1983.1068493150685,0.336,342.62,13.3,19.91
1983.109589041096,0.32,342.64,13.3,19.91
1983.1123287671232,0.31,342.64,13.31,19.91
1983.1150684931506,0.344,342.63,13.32,19.92
1983.1178082191782,0.323,342.59,13.3,19.92
1983.1205479452055,0.277,342.62,13.31,19.92
1983.123287671233,0.31,342.56,13.3,19.92
1983.1260273972603,0.28,342.64,13.31,19.93
1983.1287671232876,0.304,342.79,13.31,19.93
1983.131506849315,0.301,342.64,13.29,19.93
1983.1342465753426,0.351,342.61,13.3,19.93
1983.13698630137,0.273,342.62,13.3,19.94
1983.1397260273973,0.323,342.62,13.31,19.94
1983.1424657534246,0.295,342.56,13.32,19.94
1983.145205479452,0.352,342.6,13.3,19.95
1983.1479452054793,0.301,342.59,13.3,19.95
1983.150684931507,0.299,342.64,13.3,19.95
1983.1534246575343,0.316,342.64,13.28,19.95
1983.1561643835616,0.341,342.55,13.29,19.96
1983.158904109589,0.291,342.62,13.3,19.96
1983.1616438356164,0.297,342.62,13.3,19.96
1983.164383561644,0.302,342.68,13.36,19.96
1983.1671232876713,0.311,342.72,13.36,19.97
1983.1698630136987,0.305,342.81,13.35,19.97
1983.172602739726,0.308,342.74,13.34,19.97
1983.1753424657534,0.325,342.72,13.35,19.98
1983.1780821917807,0.32,342.75,13.34,19.98
1983.1808219178083,0.302,342.65,13.36,19.98
1983.1835616438357,0.316,342.75,13.35,19.98
1983.186301369863,0.308,342.78,13.35,19.99
1983.1890410958904,0.307,342.71,13.34,19.99
1983.1917808219177,0.338,342.75,13.34,19.99
1983.194520547945,0.315,342.69,13.35,19.99
1983.1972602739727,0.335,342.78,13.34,20.0
1983.2,0.311,342.75,13.33,20.0
1983.2027397260274,0.304,342.73,13.36,20.0
1983.2054794520548,0.323,342.77,13.36,20.01
1983.2082191780821,0.306,342.71,13.33,20.01
1983.2109589041097,0.349,342.72,13.36,20.01
1983.213698630137,0.327,342.76,13.35,20.01
1983.2164383561644,0.303,342.78,13.36,20.02
1983.2191780821918,0.328,342.75,13.35,20.02
1983.2219178082191,0.296,342.84,13.34,20.02
1983.2246575342465,0.322,342.7,13.34,20.02
1983.227397260274,0.293,342.73,13.36,20.03
1983.2301369863014,0.312,342.68,13.34,20.03
1983.2328767123288,0.326,342.71,13.34,20.03
1983.2356164383561,0.298,342.7,13.35,20.04
1983.2383561643835,0.289,342.69,13.36,20.04
1983.2410958904109,0.312,342.79,13.36,20.04
1983.2438356164384,0.323,342.72,13.35,20.04
1983.2465753424658,0.314,342.88,13.41,20.05
1983.2493150684932,0.324,342.85,13.41,20.05
1983.2520547945205,0.301,342.87,13.4,20.05
1983.2547945205479,0.304,342.86,13.41,20.05
1983.2575342465752,0.298,342.82,13.42,20.06
1983.2602739726028,0.292,342.89,13.41,20.06
1983.2630136986302,0.299,342.8,13.41,20.06
1983.2657534246575,0.317,342.78,13.4,20.07
1983.268493150685,0.288,342.9,13.4,20.07
1983.2712328767122,0.349,342.87,13.4,20.07
1983.2739726027398,0.305,342.91,13.4,20.07
1983.2767123287672,0.301,342.91,13.4,20.08
1983.2794520547945,0.286,342.82,13.43,20.08
1983.282191780822,0.311,342.91,13.39,20.08
1983.2849315068493,0.325,342.86,13.4,20.08
1983.2876712328766,0.324,342.81,13.4,20.09
1983.2904109589042,0.309,342.8,13.42,20.09
1983.2931506849316,0.331,342.98,13.4,20.09
1983.295890410959,0.301,342.89,13.39,20.1
1983.2986301369863,0.301,342.86,13.42,20.1
1983.3013698630136,0.312,342.85,13.41,20.1
1983.304109589041,0.31,342.84,13.42,20.1
1983.3068493150686,0.312,342.81,13.39,20.11
1983.309589041096,0.29,342.8,13.41,20.11
1983.3123287671233,0.287,342.77,13.41,20.11
1983.3150684931506,0.296,342.94,13.41,20.12
1983.317808219178,0.304,342.82,13.4,20.12
1983.3205479452056,0.309,342.8,13.38,20.12
1983.323287671233,0.33,342.83,13.39,20.12
1983.3260273972603,0.297,342.81,13.4,20.13
1983.3287671232877,0.296,342.97,13.45,20.13
1983.331506849315,0.321,342.98,13.45,20.13
1983.3342465753424,0.282,342.86,13.44,20.13
1983.33698630137,0.34,342.96,13.44,20.14
1983.3397260273973,0.327,342.9,13.44,20.14
1983.3424657534247,0.302,342.97,13.44,20.14
1983.345205479452,0.317,342.93,13.44,20.15
1983.3479452054794,0.309,342.95,13.44,20.15
1983.3506849315067,0.312,342.94,13.46,20.15
1983.3534246575343,0.264,342.97,13.46,20.15
1983.3561643835617,0.295,343.03,13.46,20.16
1983.358904109589,0.301,342.97,13.44,20.16
1983.3616438356164,0.321,342.89,13.47,20.16
1983.3643835616438,0.316,342.83,13.45,20.16
1983.3671232876711,0.292,342.88,13.46,20.17
1983.3698630136987,0.306,342.9,13.45,20.17
1983.372602739726,0.301,342.91,13.45,20.17
1983.3753424657534,0.327,342.92,13.46,20.18
1983.3780821917808,0.289,343.0,13.42,20.18
1983.3808219178081,0.316,342.94,13.46,20.18
1983.3835616438357,0.289,342.91,13.47,20.18
1983.386301369863,0.342,342.94,13.43,20.19
1983.3890410958904,0.303,342.88,13.44,20.19
1983.3917808219178,0.281,342.96,13.45,20.19
1983.3945205479451,0.298,342.92,13.43,20.19
1983.3972602739725,0.344,342.88,13.46,20.2
1983.4,0.282,342.97,13.43,20.2
1983.4027397260274,0.316,342.86,13.46,20.2
1983.4054794520548,0.282,343.05,13.44,20.21
1983.4082191780822,0.335,342.92,13.44,20.21
1983.4109589041095,0.311,343.12,13.49,20.21
1983.4136986301369,0.285,343.04,13.49,20.21
1983.4164383561645,0.302,343.09,13.49,20.22
1983.4191780821918,0.297,343.09,13.53,20.22
1983.4219178082192,0.32,343.0,13.51,20.22
1983.4246575342465,0.321,343.08,13.49,20.22
1983.427397260274,0.324,342.96,13.5,20.23
1983.4301369863015,0.327,343.01,13.49,20.23
1983.4328767123288,0.265,343.14,13.53,20.23
1983.4356164383562,0.296,343.04,13.52,20.24
1983.4383561643835,0.278,343.06,13.49,20.24
1983.441095890411,0.285,343.06,13.49,20.24
1983.4438356164383,0.347,343.06,13.5,20.24
1983.4465753424658,0.341,343.02,13.5,20.25
1983.4493150684932,0.317,343.03,13.5,20.25
1983.4520547945206,0.314,343.05,13.52,20.25
1983.454794520548,0.302,343.06,13.5,20.25
1983.4575342465753,0.297,343.02,13.5,20.26
1983.4602739726026,0.287,342.99,13.5,20.26
1983.4630136986302,0.336,343.02,13.49,20.26
1983.4657534246576,0.276,343.09,13.5,20.27
1983.468493150685,0.329,343.05,13.49,20.27
1983.4712328767123,0.316,343.12,13.49,20.27
1983.4739726027397,0.324,343.02,13.5,20.27
1983.4767123287672,0.294,343.09,13.5,20.28
1983.4794520547946,0.304,343.02,13.51,20.28
1983.482191780822,0.299,343.04,13.51,20.28
1983.4849315068493,0.286,343.06,13.5,20.28
1983.4876712328767,0.303,343.04,13.51,20.29
1983.490410958904,0.329,343.0,13.5,20.29
1983.4931506849316,0.328,343.15,13.55,20.29
1983.495890410959,0.297,343.09,13.55,20.3
1983.4986301369863,0.346,343.08,13.56,20.3
1983.5013698630137,0.312,343.12,13.55,20.3
1983.504109589041,0.294,343.08,13.55,20.3
1983.5068493150684,0.302,343.1,13.55,20.31
1983.509589041096,0.305,343.12,13.55,20.31
1983.5123287671233,0.259,343.01,13.54,20.31
1983.5150684931507,0.323,343.01,13.57,20.32
1983.517808219178,0.3,343.13,13.56,20.32
1983.5205479452054,0.291,343.2,13.53,20.32
1983.5232876712328,0.346,343.17,13.54,20.32
1983.5260273972603,0.349,343.11,13.55,20.33
1983.5287671232877,0.28,343.04,13.55,20.33
1983.531506849315,0.295,343.11,13.55,20.33
1983.5342465753424,0.29,343.13,13.56,20.33
1983.5369863013698,0.306,343.08,13.53,20.34
1983.5397260273974,0.306,343.09,13.55,20.34
1983.5424657534247,0.297,343.2,13.55,20.34
1983.545205479452,0.318,343.04,13.55,20.35
1983.5479452054794,0.31,343.19,13.53,20.35
1983.5506849315068,0.287,343.13,13.55,20.35
1983.5534246575342,0.304,343.13,13.55,20.35
1983.5561643835617,0.307,343.12,13.54,20.36
1983.558904109589,0.337,343.1,13.53,20.36
1983.5616438356165,0.302,343.09,13.56,20.36
1983.5643835616438,0.348,343.16,13.54,20.36
1983.5671232876712,0.314,343.18,13.53,20.37
1983.5698630136985,0.331,343.15,13.55,20.37
1983.572602739726,0.305,343.08,13.57,20.37
1983.5753424657535,0.322,343.28,13.6,20.38
1983.5780821917808,0.297,343.2,13.6,20.38
1983.5808219178082,0.333,343.27,13.59,20.38
1983.5835616438355,0.309,343.18,13.59,20.38
1983.5863013698631,0.273,343.19,13.59,20.39
1983.5890410958905,0.305,343.25,13.6,20.39
1983.5917808219178,0.337,343.23,13.6,20.39
1983.5945205479452,0.309,343.19,13.58,20.39
1983.5972602739726,0.305,343.18,13.59,20.4
1983.6,0.302,343.26,13.6,20.4
1983.6027397260275,0.314,343.31,13.61,20.4
1983.6054794520549,0.305,343.24,13.6,20.41
1983.6082191780822,0.299,343.22,13.6,20.41
1983.6109589041096,0.323,343.23,13.61,20.41
1983.613698630137,0.335,343.21,13.61,20.41
1983.6164383561643,0.316,343.17,13.6,20.42
1983.6191780821919,0.308,343.2,13.58,20.42
1983.6219178082192,0.31,343.28,13.62,20.42
1983.6246575342466,0.321,343.23,13.6,20.42
1983.627397260274,0.338,343.28,13.6,20.43
1983.6301369863013,0.314,343.31,13.6,20.43
1983.6328767123289,0.323,343.22,13.6,20.43
1983.6356164383562,0.283,343.18,13.6,20.44
1983.6383561643836,0.296,343.18,13.59,20.44
1983.641095890411,0.347,343.2,13.59,20.44
1983.6438356164383,0.311,343.28,13.6,20.44
1983.6465753424657,0.27,343.23,13.61,20.45
1983.6493150684933,0.326,343.23,13.58,20.45
1983.6520547945206,0.338,343.26,13.62,20.45
1983.654794520548,0.303,343.37,13.59,20.45
1983.6575342465753,0.287,343.3,13.64,20.46
1983.6602739726027,0.316,343.37,13.64,20.46
1983.66301369863,0.278,343.29,13.63,20.46
1983.6657534246576,0.3,343.31,13.66,20.47
1983.668493150685,0.321,343.35,13.63,20.47
1983.6712328767123,0.3,343.36,13.66,20.47
